data,tag,spe_tag,caption,label,pred
D:/Weather conditions driving classification data (All)/images/Rainy\frame2061.jpg,['fog | rain | windshield | highway | road | street | car | drive'],weather,a view of a foggy driving on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame2062.jpg,['fog | rain | windshield | highway | car window | road | car | window'],weather,a view of a car windshield on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame2063.jpg,['rain | highway | vehicle | road | car | driver | drive'],weather,a car's windshield wiper wipes on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame2064.jpg,['fog | rain | highway | road | car | drive'],weather,a view of a car's dashboard on a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame2065.jpg,['rain | highway | sign | road | car | drive | wet'],weather,a view of a rainy day driving on a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame2066.jpg,['rain | highway | vehicle | road | car | drive | wet'],weather,a view of a car's dashboard on a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame2067.jpg,['fog | rain | highway | road | car | drive | wet'],weather,driving on a foggy country road on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame2068.jpg,['fog | rain | highway | vehicle | road | car | drive | wet'],weather,a car's dashboard is shown on a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame2069.jpg,['rain | traffic | highway | vehicle | road | car | lane | drive | wet'],weather,driving on a rainy day on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame207.jpg,['rain | traffic | highway | freeway | vehicle | road | car | truck | drive | white | wet'],weather,a view of a car's dashboard on a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame2070.jpg,['rain | highway | vehicle | road | car | drive | wet'],weather,a view of a car's dashboard on a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame2071.jpg,['fog | rain | traffic | highway | vehicle | road | car | drive | wet'],weather,a view of a car's dashboard on a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame2072.jpg,['rain | traffic | highway | vehicle | road | car | drive | travel | wet'],weather,a view of a car's dashboard on a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame2073.jpg,['rain | windshield | traffic | highway | vehicle | road | car | drive | travel | wet'],weather,a view of a car's dashboard on a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame2074.jpg,['traffic light | rain | windshield | traffic | highway | vehicle | road | car | drive | travel | green | red | wet'],weather,a view of a foggy driving on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame2075.jpg,['traffic light | rain | windshield | traffic | highway | road | car | drive | green | wet'],weather,a view of a car's windshield wiper on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame2076.jpg,['train | light | car | tunnel | dark'],weather,a black and white shot of a subway car,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame2077.jpg,['fog | rain | windshield | traffic | highway | road | car | drive'],weather,a view of a foggy driving on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame2078.jpg,['rain | windshield | traffic | highway | road | car | drive | wet'],weather,a view of a foggy driving on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame2079.jpg,['rain | windshield | traffic | highway | road | car | drive | travel | wet'],weather,a view of a foggy driving on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame208.jpg,['rain | highway | freeway | vehicle | car | drive | white'],weather,a view of a car's dashboard on a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame2080.jpg,['rain | traffic | highway | freeway | vehicle | road | car | lane | drive'],weather,a view of a car's dashboard on a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame2081.jpg,['rain | windshield | highway | road | car | snow | drive | wet'],weather,a view of a foggy driving on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame2082.jpg,['rain | windshield | highway | freeway | road | car | drive'],weather,a view of a car's dashboard on a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame2083.jpg,['rain | windshield | highway | freeway | vehicle | car | drive'],weather,a view of a car's dashboard on a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame2084.jpg,['rain | windshield | highway | freeway | road | car | drive'],weather,a view of a foggy driving on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame2085.jpg,['rain | highway | freeway | vehicle | road | car | drive'],weather,a view of a car's dashboard on a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame2086.jpg,['rain | traffic | highway | vehicle | road | car | drive | wet'],weather,a view of a car's dashboard on a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame2087.jpg,['rain | windshield | traffic | highway | freeway | vehicle | road | picture | car | truck | drive'],weather,a view of a foggy day from a car windshield,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame2088.jpg,['rain | traffic | highway | vehicle | road | car | drive | travel | wet'],weather,a view of a car's dashboard on a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame2089.jpg,['rain | windshield | highway | vehicle | road | car | drive'],weather,a view of a car's windshield wiper on a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame209.jpg,['rain | traffic | highway | freeway | vehicle | road | car | lane | drive | white | wet'],weather,a view of a car's dashboard on a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame2090.jpg,['rain | windshield | highway | vehicle | sign | road | car | drive | travel | wet'],weather,a view of a two lane highway during a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame2091.jpg,['rain | traffic | highway | freeway | sign | road | car | lane | drive'],weather,a rainy day on the interstate,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame2092.jpg,['rain | highway | vehicle | road | car | drive | wet'],weather,a view of a car's dashboard on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame2093.jpg,['rain | windshield | highway | vehicle | road | car | tunnel | driver | drive | travel'],weather,a view of a car's dashboard on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame2094.jpg,['rain | windshield | highway | vehicle | road | car | tunnel | drive | travel'],weather,a view of a two lane highway on a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame2095.jpg,['rain | highway | vehicle | road | car | tunnel | drive'],weather,a view of a car's windshield wiper on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame2096.jpg,['rain | windshield | highway | vehicle | road | car | tunnel | drive | travel'],weather,a view of a two lane highway during the day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame2097.jpg,['rain | windshield | bridge | highway | vehicle | road | car | tunnel | drive | travel'],weather,a view of a two lane highway during the day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame2098.jpg,['rain | highway | road | car | tunnel'],weather,a view of a highway bridge on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame2099.jpg,['rain | highway | road | car | tunnel | travel'],weather,a view of a highway bridge during the day,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame21.jpg,['fog | rain | highway | mountain | road | car | drive'],weather,a foggy drive on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame210.jpg,['rain | highway | freeway | vehicle | road | car | drive | wet'],weather,a view of a car's dashboard on a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame2100.jpg,['highway | vehicle | road | car | tunnel | travel'],weather,a view of a highway bridge from a car windshield,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame2101.jpg,['highway | road | car | tunnel'],weather,a view of a highway tunnel from inside,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame2102.jpg,['rain | traffic | highway | vehicle | road | car | lane | drive | red | wet'],weather,a view of a rainy day driving on a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame2103.jpg,['highway | light | road | car | tunnel'],weather,a view of a tunnel's interior from the inside,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame2104.jpg,['rain | windshield | highway | vehicle | light | picture | car | tunnel | drive'],weather,a view of the inside of a car windshield,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame2105.jpg,['rain | windshield | bridge | night | light | picture | street | car | tunnel | drive | rainy | wet'],weather,a view of a car's dashboard during a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame2106.jpg,['rain | night | train | light | car | tunnel | drive'],weather,a time lapse photo of a night time traffic,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame2107.jpg,['night | train | light | car | tunnel | drive'],weather,a night time shot of a subway tunnel,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame2108.jpg,['city | train | light | subway | tunnel'],weather,a view of the inside of a subway tunnel,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame2109.jpg,['car | tunnel | drive'],weather,a view of the inside of a subway tunnel,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame211.jpg,['rain | highway | freeway | sign | road | car | drive | wet'],weather,a view of a two lane highway during a foggy day,Rainy,1
